Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
7-10-11|n/a,n/a|1|-30|X-rays whole body|5|grays|External exposure|n/a|35 (0 in ERA)|Mouse|Mouse BALB/cJ (ANL04)|Both|Preconception|Paternal exposure of 315 fathers mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-12|n/a,n/a|1|-37|X-rays whole body|5|grays|External exposure|n/a|21 (0 in ERA)|Mouse|Mouse BALB/cJ (ANL04)|Both|Preconception|Paternal exposure of 315 fathers mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-13|n/a,n/a|1|-30|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|209 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-14|n/a,n/a|1|-30|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|194 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-15|n/a,n/a|1|25|urethan||unit code not relevant|not applicable or not supplied|n/a|200 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-16|n/a,n/a|1|25|urethan||grays|External exposure|4 w old paternal exposure|212 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-17|n/a,n/a|1|-30|X-rays whole body|2.5|grays|External exposure|4 w old paternal exposure|235 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-18|n/a,n/a|1|-37|X-rays whole body|2.5|grays|External exposure|4 w old paternal exposure|258 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-19|n/a,n/a|1|-30|X-rays whole body|2.5|grays|External exposure|4 w old paternal exposure|226 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-19|n/a,n/a|2|25|urethan||unit code not relevant|External exposure|n/a|226 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-20|n/a,n/a|1|-37|X-rays whole body|2.5|grays|External exposure|n/a|231 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-20|n/a,n/a|2|25|urethan||unit code not relevant|not applicable or not supplied|n/a|231 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-21|n/a,n/a|1|-30|X-rays whole body|5|grays|External exposure|4 w old paternal exposure|254 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-22|n/a,n/a|1|-37|X-rays whole body|5|grays|External exposure|4 w old paternal exposure|231 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-23|n/a,n/a|1|-30|X-rays whole body|5|grays|External exposure|4 w old paternal exposure|233 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-23|n/a,n/a|2|25|urethan||unit code not relevant|not applicable or not supplied|n/a|233 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-24|n/a,n/a|1|-37|X-rays whole body|5|grays|External exposure|4 w old paternal exposure|215 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-24|n/a,n/a|2|25|urethan||unit code not relevant|not applicable or not supplied|n/a|215 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 6 m|No information on individuals available for this study
7-10-25|n/a,n/a|1|-30|none (controls)|0|unit code not relevant|External exposure|n/a|42 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-26|n/a,n/a|1|-37|none (controls)|0|unit code not relevant|External exposure|4 w old paternal exposure|38 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-27|n/a,n/a|1|25|urethan|2.5|grays|External exposure|n/a|50 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-28|n/a,n/a|1|25|urethan|0|unit code not relevant|not applicable or not supplied|n/a|38 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-29|n/a,n/a|1|-30|X-rays whole body|2.5|grays|External exposure|n/a|43 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-30|n/a,n/a|1|-37|X-rays whole body|2.5|grays|External exposure|n/a|48 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-31|n/a,n/a|1|-30|X-rays whole body|2.5|grays|External exposure|n/a|41 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-31|n/a,n/a|2|25|urethan||unit code not relevant|not applicable or not supplied|n/a|41 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-32|n/a,n/a|1|-37|X-rays whole body|2.5|grays|External exposure|n/a|41 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-32|n/a,n/a|2|25|urethan|0|unit code not relevant|not applicable or not supplied|n/a|41 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-33|n/a,n/a|1|-30|X-rays whole body|5|grays|not applicable or not supplied|n/a|37 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-34|n/a,n/a|1|-37|X-rays whole body|5|grays|not applicable or not supplied|n/a|42 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-35|n/a,n/a|1|-30|X-rays whole body|5|grays|External exposure|n/a|45 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-35|n/a,n/a|2|25|urethan|0|unit code not relevant|not applicable or not supplied|n/a|45 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 1 week later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-36|n/a,n/a|1|-37|X-rays whole body|5|grays|External exposure|n/a|41 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
7-10-36|n/a,n/a|2|25|urethan|0|unit code not relevant|not applicable or not supplied|n/a|41 (0 in ERA)|Mouse|Mouse C3H/HeH|Both|Preconception|Paternal exposure mating 2 weeks later, sacrifice offspring age 12 m|No information on individuals available for this study
