"o","l"
5.4,0.0167033613910756
5.41,0.0166662791230068
5.42,0.0166293967589795
5.43,0.0165927127838758
5.44,0.0165562256971688
5.45,0.016519934012754
5.46,0.0164838362587821
5.47,0.0164479309774941
5.48,0.01641221672506
5.49,0.0163766920714178
5.5,0.0163413556001156
5.51,0.0163062059081562
5.52,0.0162712416058425
5.53,0.0162364613166265
5.54,0.0162018636769587
5.55,0.0161674473361412
5.56,0.0161332109561812
5.57,0.0160991532116472
5.58,0.0160652727895273
5.59,0.0160315683890887
5.6,0.0159980387217398
5.61,0.0159646825108932
5.62,0.0159314984918314
5.63,0.0158984854115736
5.64,0.0158656420287447
5.65,0.0158329671134457
5.66,0.0158004594471257
5.67,0.0157681178224561
5.68,0.0157359410432057
5.69,0.0157039279241181
5.7,0.0156720772907899
5.71,0.0156403879795516
5.72,0.0156088588373486
5.73,0.0155774887216251
5.74,0.0155462765002085
5.75,0.0155152210511957
5.76,0.0154843212628411
5.77,0.0154535760334451
5.78,0.0154229842712454
5.79,0.0153925448943082
5.8,0.015362256830422
5.81,0.015332119016992
5.82,0.0153021304009362
5.83,0.0152722899385826
5.84,0.0152425965955678
5.85,0.0152130493467366
5.86,0.0151836471760438
5.87,0.0151543890764557
5.88,0.0151252740498542
5.89,0.0150963011069413
5.9,0.0150674692671453
5.91,0.0150387775585277
5.92,0.0150102250176915
5.93,0.0149818106896906
5.94,0.0149535336279406
5.95,0.01492539289413
5.96,0.014897387558133
5.97,0.0148695166979238
5.98,0.0148417793994906
5.99,0.0148141747567524
6,0.0147867018714751
