"o","tumor","lifespan","mean"
-1.26,1.54899139392462e-12,2.23532159848376e-05,1.11766087669145e-05
-1.25,1.17927367636322e-12,2.13788612552671e-05,1.06894312172704e-05
-1.24,8.92405331354571e-13,2.0441447459426e-05,1.02207241759157e-05
-1.23,6.71155071706169e-13,1.95400274137945e-05,9.77001404247477e-06
-1.22,5.0156421076101e-13,1.86736592141e-05,9.33682985783212e-06
-1.21,3.72393010820395e-13,1.78414069336276e-05,8.92070365301031e-06
-1.2,2.74646994034602e-13,1.70423413176144e-05,8.52117079613069e-06
-1.19,2.01174195844463e-13,1.62755404724637e-05,8.13777033681897e-06
-1.18,1.46324935438728e-13,1.55400905485381e-05,7.77004534743154e-06
-1.17,1.05666298910562e-13,1.48350864152695e-05,7.41754326046788e-06
-1.16,7.57441669680708e-14,1.4159632327357e-05,7.0798162015506e-06
-1.15,5.38862590097429e-14,1.35128425808259e-05,6.75642131735608e-06
-1.14,3.80402988683689e-14,1.28938421577567e-05,6.44692109789849e-06
-1.13,2.66420254044487e-14,1.23017673585286e-05,6.1508836925853e-06
-1.12,1.85083654752868e-14,1.17357664204617e-05,5.86788321948502e-06
-1.11,1.27516510183507e-14,1.11950001218021e-05,5.59750006727687e-06
-1.1,8.71129083481785e-15,1.06786423700577e-05,5.33932118938448e-06
-1.09,5.89979727233855e-15,1.0185880773768e-05,5.09294038983391e-06
-1.08,3.96051583893211e-15,9.71591719688434e-06,4.85795860042243e-06
-1.07,2.63481052926214e-15,9.26796829503441e-06,4.63398414883461e-06
-1.06,1.73681913754034e-15,8.84126603306253e-06,4.42063301739967e-06
-1.05,1.13421188906309e-15,8.43505818336661e-06,4.21752909225041e-06
-1.04,7.33665004666724e-16,8.04860880469829e-06,4.02430440271598e-06
-1.03,4.70000653234564e-16,7.68119870125421e-06,3.84059935086211e-06
-1.02,2.98148988012181e-16,7.33212586206732e-06,3.66606293118274e-06
-1.01,1.87259789190854e-16,7.00070588089933e-06,3.50035294054329e-06
-1,1.16434028163514e-16,6.6862723570654e-06,3.34313617859092e-06
-0.99,7.1662866800888e-17,6.38817727784761e-06,3.19408863895964e-06
-0.98,4.36565896456055e-17,6.10579138343015e-06,3.0528956917369e-06
-0.97,2.63219684900653e-17,5.8385045155696e-06,2.91925225779796e-06
-0.96,1.57065850447205e-17,5.58572595153513e-06,2.79286297577542e-06
-0.95,9.27542360691519e-18,5.34688472519878e-06,2.67344236260403e-06
-0.94,5.42102549283709e-18,5.12142993753759e-06,2.56071496877151e-06
-0.93,3.1357912721621e-18,4.90883105922579e-06,2.45441552961446e-06
-0.92,1.79543705453193e-18,4.70857822845831e-06,2.35428911423005e-06
-0.91,1.01767479047941e-18,4.5201825476464e-06,2.26009127382371e-06
-0.9,5.71141144460098e-19,4.343176383188e-06,2.17158819159428e-06
-0.89,3.17451234575307e-19,4.1771136731286e-06,2.08855683656446e-06
-0.88,1.74799251434466e-19,4.02157024820928e-06,2.01078512410473e-06
-0.87,9.53871576022123e-20,3.87614417255375e-06,1.93807208627692e-06
-0.86,5.1608193195395e-20,3.74045611108951e-06,1.87022805554478e-06
-0.85,2.76981744884496e-20,3.61414973173232e-06,1.80707486586617e-06
-0.84,1.47553813685102e-20,3.49689215141489e-06,1.74844607570745e-06
-0.83,7.80765036883311e-21,3.38837443621514e-06,1.69418721810757e-06
-0.82,4.10684781665244e-21,3.28831216716071e-06,1.64415608358036e-06
-0.81,2.14936405610384e-21,3.19644608477745e-06,1.59822304238872e-06
-0.8,1.12039123831384e-21,3.11254282712829e-06,1.55627141356415e-06
-0.79,5.82354149536535e-22,3.03639577799638e-06,1.51819788899819e-06
-0.78,3.0221800356819e-22,2.96782604401958e-06,1.48391302200979e-06
-0.77,1.5681627733446e-22,2.90668358203865e-06,1.45334179101932e-06
-0.76,8.14878407821786e-23,2.852848500707e-06,1.4264242503535e-06
-0.75,4.2481475711366e-23,2.80623256358629e-06,1.40311628179315e-06
-0.74,2.2262815025588e-23,2.76678092457312e-06,1.38339046228656e-06
-0.73,1.17547924976261e-23,2.73447413063414e-06,1.36723706531707e-06
-0.72,6.26931718234424e-24,2.7093304315463e-06,1.35466521577315e-06
-0.71,3.38747577024108e-24,2.6914084417297e-06,1.34570422086485e-06
-0.7,1.86063982784485e-24,2.68081020542505e-06,1.34040510271252e-06
-0.69,1.04303068279142e-24,2.67768472350878e-06,1.33884236175439e-06
-0.68,5.99488551444275e-25,2.68223200829327e-06,1.34111600414664e-06
-0.67,3.55172150475468e-25,2.69470774185898e-06,1.34735387092949e-06
-0.66,2.18252806101977e-25,2.71542862397881e-06,1.35771431198941e-06
-0.65,1.40095918082211e-25,2.74477850769853e-06,1.37238925384927e-06
-0.64,9.46945670939041e-26,2.78321543433719e-06,1.39160771716859e-06
-0.63,6.80061257308339e-26,2.83127969529547e-06,1.41563984764773e-06
-0.62,5.24021269418767e-26,2.88960306586325e-06,1.44480153293163e-06
-0.61,4.37802558569131e-26,2.95891937648591e-06,1.47945968824296e-06
-0.6,4.00936435587554e-26,3.04007660999843e-06,1.52003830499922e-06
-0.59,4.06931235697833e-26,3.1340507395197e-06,1.56702536975985e-06
-0.58,4.62647033642761e-26,3.2419615514053e-06,1.62098077570265e-06
-0.57,5.95020974632764e-26,3.36509073131082e-06,1.68254536565541e-06
-0.56,8.73041198260766e-26,3.50490252949414e-06,1.75245126474707e-06
-0.55,1.47087615040977e-25,3.66306736449388e-06,1.83153368224694e-06
-0.54,2.85695680650441e-25,3.84148877282019e-06,1.9207443864101e-06
-0.53,6.40489008432e-25,4.04233416689019e-06,2.0211670834451e-06
-0.52,1.65396274690271e-24,4.26806992478466e-06,2.13403496239233e-06
-0.51,4.89407313694285e-24,4.52150140418853e-06,2.26075070209426e-06
-0.5,1.64561680514968e-23,4.80581854984922e-06,2.40290927492461e-06
-0.49,6.21854288138234e-23,5.12464784982697e-06,2.56232392491348e-06
-0.48,2.60593616047749e-22,5.4821114915358e-06,2.7410557457679e-06
-0.47,1.19306024137096e-21,5.88289467493588e-06,2.94144733746794e-06
-0.46,5.87323577687963e-21,6.33232215810386e-06,3.16616107905193e-06
-0.45,3.05893242935058e-20,6.83644524067212e-06,3.41822262033607e-06
-0.44,1.6589068509427e-19,7.40214053414773e-06,3.70107026707395e-06
-0.43,9.22668679054935e-19,8.03722202578108e-06,4.018611012891e-06
-0.42,5.18966027324724e-18,8.75056811525463e-06,4.37528405762991e-06
-0.41,2.91466360090451e-17,9.55226549175895e-06,4.77613274589405e-06
-0.4,1.61631768963538e-16,1.04537719236773e-05,5.22688596191949e-06
-0.39,8.76493150443279e-16,1.14681002546407e-05,5.73405012775859e-06
-0.38,4.6099652512898e-15,1.26100261384926e-05,6.30501307155126e-06
-0.37,2.33578331336173e-14,1.38963223018918e-05,6.94816116262481e-06
-0.36,1.13390948126309e-13,1.53460223967382e-05,7.67301125506457e-06
-0.35,5.2513605693862e-13,1.698071779493e-05,8.49035916003304e-06
-0.34,2.31261490224841e-12,1.88248909843555e-05,9.41244664848518e-06
-0.33,9.66184031159723e-12,2.09062895462009e-05,1.04531496040206e-05
-0.32,3.82358524299284e-11,2.32563450279282e-05,1.16281916318903e-05
-0.31,1.43204768848378e-10,2.5910641371261e-05,1.29553922880149e-05
-0.3,5.0744371330256e-10,2.89094379072045e-05,1.44549726754589e-05
-0.29,1.70151472864061e-09,3.22982522868446e-05,1.61499769007866e-05
-0.28,5.40187690270831e-09,3.61285090727615e-05,1.80669554748321e-05
-0.27,1.62516345097044e-08,4.04582600659755e-05,2.02372558502426e-05
-0.26,4.63859443070814e-08,4.53529827809733e-05,2.26996843626402e-05
-0.25,1.25774970158961e-07,5.08864637990195e-05,2.55061193845892e-05
-0.24,3.24466410857985e-07,5.71417740191772e-05,2.87331202150176e-05
-0.23,7.97650833196797e-07,6.42123430774199e-05,3.25049969553084e-05
-0.22,1.8717998028538e-06,7.22031404061715e-05,3.70374701045126e-05
-0.21,4.20019285206445e-06,8.12319705473696e-05,4.2716081699717e-05
-0.2,9.02850078757043e-06,9.14308903986724e-05,5.02296955931214e-05
-0.19,1.86241700980595e-05,0.00010294775605026,6.078596307416e-05
-0.18,3.69342534337156e-05,0.000115947906743573,7.64410800886445e-05
-0.17,7.05409298773535e-05,0.000130615993237072,0.000100578461557213
-0.16,0.000129977532106513,0.000147157957480658,0.000138567744793586
-0.15,0.000231446237605703,0.000165803169962372,0.000198624703784038
-0.14,0.000398939396275497,0.000186806730380683,0.00029287306332809
-0.13,0.000666710683447616,0.000210451936395379,0.000438581309921498
-0.12,0.00108197478212206,0.000237052924102695,0.000659513853112378
-0.11,0.001707643824027,0.000266957482549671,0.000987300653288335
-0.1,0.0026248467038969,0.000300550043033716,0.00146269837346531
-0.09,0.00393493558637225,0.000338254842113269,0.00213659521424276
-0.08,0.00576067261439349,0.000380539255173966,0.00307060593478373
-0.07,0.00824631515824329,0.000427917295044091,0.00433711622664369
-0.06,0.0115563805975616,0.000480953267530795,0.0060186669325462
-0.05,0.0158729664378488,0.000540265572854826,0.00820661600535181
-0.04,0.0213916182922865,0.000606530638803161,0.0109990744655448
-0.03,0.0283158633241017,0.000680486968008105,0.0144981751460549
-0.02,0.0368506454569673,0.00076293927811601,0.0188067923675417
-0.01,0.0471949975223556,0.000854762709755916,0.0240248801160558
0,0.0595343541121727,0.000956907073189203,0.030245630592681
0.01,0.0740329411323533,0.00107040110035861,0.037551671116356
0.02,0.0908266725109709,0.00119635666480689,0.0460115145878889
0.03,0.110016944179852,0.00133597292765892,0.0556764585537555
0.04,0.131665646764073,0.00149054036362206,0.0665780935638475
0.05,0.155791630045984,0.0016614446168312,0.0787265373314076
0.06,0.182368753785256,0.00185017013242499,0.0921094619588405
0.07,0.211325560134805,0.00205830350607743,0.106691931820441
0.08,0.2425465107087,0.0022875364904138,0.122417023599557
0.09,0.275874652487145,0.00253966859440543,0.139207160540775
0.1,0.311115515208115,0.00281660920956554,0.15696606220884
0.11,0.348042000597014,0.00312037919515014,0.175581189896082
0.12,0.386400000748992,0.00345311185370582,0.194926556301349
0.13,0.425914477719955,0.00381705322828296,0.214865765474119
0.14,0.466295746357065,0.00421456165354481,0.235255154005305
0.15,0.507245724436415,0.0046481064949147,0.255946915465665
0.16,0.548463944872745,0.00512026601288933,0.276792105442817
0.17,0.589653160805908,0.0056337242937463,0.297643442549827
0.18,0.630524412757222,0.00619126719313524,0.318357839975179
0.19,0.67080146525848,0.00679577724546341,0.338798621251972
0.2,0.710224556395968,0.00745022749958039,0.358837391947774
0.21,0.748553436153309,0.00815767424998859,0.378355555201649
0.22,0.785569697355056,0.00892124864261533,0.397245472998836
0.23,0.82107842595452,0.00974414714500406,0.415411286549762
0.24,0.854909215277214,0.0106296208825016,0.432769418079858
0.25,0.886916601833774,0.0115809638545417,0.449248782844158
0.26,0.916979988858114,0.012601500058264,0.464790744458189
0.27,0.945003128347175,0.0136945695603368,0.479348848953756
0.28,0.970913233689122,0.0148635135717585,0.49288837363044
0.29,0.994659793595098,0.0161116585943902,0.505385726094744
0.3,1.01621315460397,0.0174422997218359,0.516827727162903
0.31,1.03556293446944,0.0188586831907734,0.527210808830107
0.32,1.05271632277258,0.0203639882917489,0.536540155532164
0.33,1.06769631854591,0.021961308760542,0.544828813653226
0.34,1.08053994791118,0.0236536337822663,0.552096790846723
0.35,1.09129649799667,0.0254438287501701,0.55837016337342
0.36,1.10002579693132,0.0273346159294724,0.563680206430396
0.37,1.1067965636575,0.0293285551832842,0.568062559420392
0.38,1.11168484577808,0.0314280249226441,0.571556435350362
0.39,1.11477255870452,0.0336352034457116,0.574203881075116
0.4,1.11614613503664,0.0359520508322302,0.576049092934435
0.41,1.1158952893745,0.038380291558343,0.577137790466421
0.42,1.11411190061789,0.0409213979937098,0.5775166493058
0.43,1.11088901122016,0.0435765749377138,0.577232793078937
0.44,1.10631994077306,0.0463467453442788,0.576333343058669
0.45,1.10049750966894,0.0492325373756481,0.574865023522294
0.46,1.0935133673593,0.0522342729144374,0.572873820136869
0.47,1.08545741884514,0.0553519576505707,0.570404688247855
0.48,1.0764173424553,0.0585852728454671,0.567501307650384
0.49,1.0664781916377,0.0619335688603144,0.564205880249007
0.5,1.05572207335976,0.0653958605186473,0.560558966939204
0.51,1.04422789575988,0.0689708243559773,0.556599360057929
0.52,1.03207117785938,0.0726567977911893,0.552363987825285
0.53,1.01932391442093,0.0764517802359884,0.547887847328459
0.54,1.00605448938123,0.0803534361403161,0.543203962760773
0.55,0.992327631688185,0.0843590999533096,0.538343365820747
0.56,0.978204407799815,0.0884657829616002,0.533335095380708
0.57,0.963742245552276,0.0926701819496415,0.528206213750959
0.58,0.948994984554803,0.0969686896104224,0.522981837082613
0.59,0.934012948721755,0.101357406619877,0.517685177670816
0.6,0.918843036982396,0.105832155274363,0.512337596128379
0.61,0.903528828632113,0.110388494578151,0.506958661605132
0.62,0.888110700180539,0.115021736656989,0.501566218418764
0.63,0.872625950925582,0.119726964364491,0.496176457645037
0.64,0.85710893482691,0.124499049940625,0.490803992383768
0.65,0.841591196568363,0.129332674575689,0.485461935572026
0.66,0.82610160999276,0.134222348729135,0.480161979360947
0.67,0.810666517352249,0.139162433050304,0.474914475201276
0.68,0.795309868060327,0.144147159747448,0.469728513903887
0.69,0.780053355840912,0.149170654252413,0.464612005046662
0.7,0.764916553364124,0.154226957030911,0.459571755197518
0.71,0.749917043624738,0.159310045392229,0.454613544508483
0.72,0.735070547469704,0.164413855157483,0.449742201313594
0.73,0.720391046810985,0.169532302051989,0.444961674431487
0.74,0.705890903173739,0.174659302694822,0.440275102934281
0.75,0.691580971327942,0.17978879506695,0.435684883197446
0.76,0.677470707836451,0.184914758348528,0.43119273309249
0.77,0.663568274424202,0.1900312320256,0.426799753224901
0.78,0.649880636134708,0.195132334176645,0.422506485155677
0.79,0.636413654290744,0.200212278859855,0.418312966575299
0.8,0.623172174319015,0.205265392532684,0.41421878342585
0.81,0.610160108532774,0.210286129445812,0.410223118989293
0.82,0.597380513995552,0.215269085964325,0.406324799979938
0.83,0.584835665610102,0.220209013779194,0.402522339694648
0.84,0.572527124594924,0.2251008319823,0.398813978288612
0.85,0.560455802522909,0.229939637987856,0.395197720255382
0.86,0.54862202110587,0.234720717292384,0.391671369199127
0.87,0.537025567914763,0.239439552074036,0.3882325599944
0.88,0.525665748228362,0.244091828640153,0.384878788434258
0.89,0.514541433204171,0.248673443739622,0.381607438471897
0.9,0.503651104564442,0.253180509763093,0.378415807163768
0.91,0.492992895987211,0.257609358860699,0.375301127423955
0.92,0.482564631389563,0.261956546012103,0.372260588700833
0.93,0.472363860283889,0.266218851088663,0.369291355686276
0.94,0.462387890384318,0.27039327995156,0.366390585167939
0.95,0.452633817632394,0.274477064633349,0.363555441132872
0.96,0.443098553806323,0.278467662653041,0.360783108229682
0.97,0.433778851869298,0.282362755517258,0.358070803693278
0.98,0.424671329207475,0.286160246461438,0.355415787834456
0.99,0.415772488898811,0.289858257486454,0.352815373192633
1,0.407078739148762,0.293455125746211,0.350266932447487
1.01,0.398586411020173,0.296949399342351,0.347767905181262
1.02,0.390291774578742,0.300339832581536,0.345315803580139
1.03,0.382191053568113,0.303625380750214,0.342908217159163
1.04,0.374280438722059,0.30680519446079,0.340542816591424
1.05,0.366556099814668,0.309878613621672,0.33821735671817
1.06,0.359014196543852,0.312845161082013,0.335929678812932
1.07,0.351650888336311,0.315704536000328,0.33367771216832
1.08,0.34446234315792,0.318456606983777,0.331459475070849
1.09,0.337444745406746,0.321101405043099,0.329273075224923
1.1,0.330594302961623,0.32363911640553,0.327116709683577
1.11,0.323907253453663,0.326070075225825,0.324988664339744
1.12,0.317379869824196,0.328394756232896,0.322887313028546
1.13,0.311008465227187,0.330613767347227,0.320811116287207
1.14,0.304789397331281,0.332727842301465,0.318758619816373
1.15,0.298719072071756,0.334737833294298,0.316728452683027
1.16,0.292793946899345,0.336644703704967,0.314719325302156
1.17,0.287010533569679,0.338449520893724,0.312730027231701
1.18,0.28136540051352,0.340153449110557,0.310759424812038
1.19,0.275855174825133,0.341757742532824,0.308806458678978
1.2,0.270476543903287,0.343263738449544,0.306870141176415
1.21,0.265226256776827,0.344672850608641,0.304949553692734
1.22,0.26010112514414,0.345986562740685,0.303043843942412
1.23,0.255098024153607,0.34720642227117,0.301152223212389
1.24,0.2502138929503,0.348334034231448,0.299273963590874
1.25,0.245445735011537,0.349371055376491,0.297408395194014
1.26,0.240790618292803,0.350319188516257,0.29555490340453
1.27,0.236245675203452,0.351180177065762,0.293712926134607
1.28,0.231808102429836,0.351955799817734,0.291881951123785
1.29,0.227475160622653,0.352647865940009,0.290061513281331
1.3,0.223244173963179,0.353258210199255,0.288251192081217
1.31,0.219112529622489,0.353788688410874,0.286450609016681
1.32,0.215077677126045,0.35424117311445,0.284659425120247
1.33,0.2111371276353,0.354617549472811,0.282877338554055
1.34,0.207288453156908,0.354919711392274,0.281104082274591
1.35,0.203529285688957,0.355149557860748,0.279339421774852
1.36,0.199857316313212,0.35530898949978,0.277583152906496
1.37,0.196270294241234,0.355399905326058,0.275835099783646
1.38,0.192766025821596,0.355424199717451,0.274095112769524
1.39,0.189342373514851,0.355383759578188,0.27236306654652
1.4,0.185997254842235,0.355280461697531,0.270638858269883
1.41,0.18272864131344,0.355116170295772,0.268922405804606
1.42,0.179534557338372,0.354892734751533,0.267213646044953
1.43,0.176413079127355,0.354611987503828,0.265512533315592
1.44,0.173362333583702,0.354275742122335,0.263819037853018
1.45,0.170380497192185,0.353885791539299,0.262133144365742
1.46,0.16746579490675,0.353443906436379,0.260454850671565
1.47,0.164616499040106,0.352951833779603,0.258784166409854
1.48,0.161830928157985,0.352411295496026,0.257121111827006
1.49,0.159107445980165,0.351823987285107,0.255465716632636
1.5,0.156444460290353,0.351191577558512,0.253818018924432
1.51,0.153840421856655,0.350515706501728,0.252178064179192
1.52,0.151293823364205,0.349797985251191,0.250545904307698
1.53,0.148803198361299,0.349039995180604,0.248921596770952
1.54,0.146367120220289,0.34824328729051,0.247305203755399
1.55,0.143984201114078,0.347409381694987,0.245696791404533
1.56,0.141653091009246,0.346539767199938,0.244096429104592
1.57,0.139372476676516,0.34563590096713,0.242504188821823
1.58,0.137141080719044,0.344699208258828,0.240920144488936
1.59,0.134957660619174,0.34373108225757,0.239344371438372
1.6,0.132821007803979,0.342732883956273,0.237776945880126
1.61,0.130729946729926,0.341705942113606,0.236217944421766
1.62,0.128683333986852,0.340651553270254,0.234667443628553
1.63,0.126680057421425,0.339570981821311,0.233125519621368
1.64,0.124719035280198,0.338465460140877,0.231592247710538
1.65,0.122799215372233,0.33733618875453,0.230067702063381
1.66,0.120919574251269,0.336184336555934,0.228551955403602
1.67,0.119079116417478,0.335011041063886,0.227045078740682
1.68,0.117276873538468,0.333817408716275,0.225547141127371
1.69,0.115511903689585,0.332604515197621,0.224058209443603
1.7,0.113783290613251,0.331373405797089,0.22257834820517
1.71,0.11209014299709,0.330125095793929,0.221107619395509
1.72,0.110431593770665,0.328860570867607,0.219646082319136
1.73,0.108806799420531,0.327580787529939,0.218193793475235
1.74,0.107214939323311,0.326286673576702,0.216750806450007
1.75,0.10565521509655,0.324979128556381,0.215317171826465
1.76,0.104126849966977,0.323659024253948,0.213892937110463
1.77,0.102629088155897,0.322327205187402,0.21247814667165
1.78,0.101161194281388,0.32098448911535,0.211072841698369
1.79,0.0997224527769188,0.319631667553648,0.209677060165284
1.8,0.0983121673260903,0.318269506299566,0.208290836812828
1.81,0.0969296603131564,0.316898745961777,0.206914203137467
1.82,0.0955742722889291,0.315520102494744,0.205547187391837
1.83,0.0942453614517736,0.314134267736283,0.204189814594028
1.84,0.09294230314331,0.312741909946797,0.202842106545054
1.85,0.0916644893584739,0.311343674349258,0.201504081853866
1.86,0.0904113282695808,0.309940183668758,0.20017575596917
1.87,0.0891822437640971,0.308532038670599,0.198857141217348
1.88,0.0879766749956966,0.3071198186962,0.197548246845948
1.89,0.0867940759482969,0.30570408219578,0.196249079072039
1.9,0.0856339150127699,0.304285367257201,0.194959641134986
1.91,0.0844956745759637,0.302864192130278,0.193679933353121
1.92,0.083378850621677,0.301441055745848,0.192409953183763
1.93,0.082282952343331,0.300016438229195,0.191149695286263
1.94,0.081207501767971,0.29859080140713,0.189899151587551
1.95,0.080152033391315,0.297164589308429,0.188658311349872
1.96,0.0791160938235057,0.295738228657213,0.187427161240359
1.97,0.0780992414453265,0.294312129358834,0.18620568540208
1.98,0.0771010460745211,0.292886684978009,0.184993865526265
1.99,0.0761210886419882,0.291462273208976,0.183791680925482
2,0.0751589608775132,0.290039256337344,0.182599108607428
2.01,0.0742142650048243,0.288617981693532,0.181416123349178
2.02,0.0732866134456489,0.28719878209759,0.18024269777162
2.03,0.0723756285325352,0.285781976295237,0.179078802413886
2.04,0.071480942230195,0.284367869385131,0.177924405807663
2.05,0.0706021958650778,0.282956753237095,0.176779474551087
2.06,0.0697390398629913,0.281548906901497,0.175643973382244
2.07,0.0688911334944511,0.280144597009492,0.174517865251972
2.08,0.0680581446276285,0.278744078164315,0.173401111395972
2.09,0.0672397494885921,0.277347593323507,0.17229367140605
2.1,0.0664356324286355,0.27595537417222,0.171195503300428
2.11,0.0656454856985534,0.274567641487435,0.170106563592994
2.12,0.0648690092295118,0.273184605493419,0.169026807361466
2.13,0.0641059104204957,0.271806466208239,0.167956188314367
2.14,0.0633559039319823,0.270433413781576,0.166894658856779
2.15,0.0626187114857226,0.269065628823848,0.165842170154785
2.16,0.0618940616704447,0.267703282726755,0.1647986721986
2.17,0.061181689753288,0.266346537975365,0.163764113864326
2.18,0.0604813374967895,0.264995548451868,0.162738442974329
2.19,0.0597927529812813,0.263650459731046,0.161721606356164
2.2,0.05911569043247,0.262311409367698,0.160713549900084
2.21,0.0584499100541412,0.260978527176058,0.159714218615099
2.22,0.0577951778657206,0.259651935501383,0.158723556683552
2.23,0.0571512655446521,0.258331749483826,0.157741507514239
2.24,0.0565179502733362,0.257018077314811,0.156768013794074
2.25,0.055895014590594,0.255711020485907,0.15580301753825
2.26,0.0552822462474416,0.254410674030533,0.154846460138987
2.27,0.054679438067087,0.253117126758483,0.153898282412785
2.28,0.0540863878089936,0.251830461483538,0.152958424646266
2.29,0.0535028980369027,0.25055075524419,0.152026826640546
2.3,0.0529287759906975,0.249278079517825,0.151103427754261
