Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
16-3-11|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:72,Unit:grays,Application:External exposure, Remarks: 10 F Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-12|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:74,Unit:grays,Application:External exposure, Remarks: 10 F Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-13|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:77,Unit:grays,Application:External exposure, Remarks: 10 F Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-14|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:84,Unit:grays,Application:External exposure, Remarks: 10 F Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-15|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:68,Unit:grays,Application:External exposure, Remarks: 14 F Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-16|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:73,Unit:grays,Application:External exposure, Remarks: 14 F Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-17|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:78,Unit:grays,Application:External exposure, Remarks: 14 F Sr90 source 22.5 mm 3 Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-18|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:82,Unit:grays,Application:External exposure, Remarks: 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-19|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:87,Unit:grays,Application:External exposure, Remarks: 14 F Sr90 source 22.5 mm 3 Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-20|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:92,Unit:grays,Application:External exposure, Remarks: 14 F Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-21|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:28.5,Unit:grays,Application:External exposure, Remarks: 5 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-22|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:31,Unit:grays,Application:External exposure, Remarks: 5 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|16 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-23|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:33.5,Unit:grays,Application:External exposure, Remarks: 5 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|16 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-24|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:36,Unit:grays,Application:External exposure, Remarks: 5 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|16 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-25|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:30,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-26|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:34,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|22 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-27|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:36.5,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-28|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:38,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-29|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:39,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-30|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:41,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-31|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:42,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-32|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:43.5,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-33|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:46,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|19 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-34|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:50,Unit:grays,Application:External exposure, Remarks: 7 F +TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-35|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:30,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-36|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:35,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-37|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:40,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-38|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:45,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-39|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:50,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-40|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:55,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-41|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:60,Unit:grays,Application:External exposure, Remarks: TU 17 Gy +10F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-42|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:45,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|16 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-43|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:47.5,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|16 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-44|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:50,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-45|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:52.5,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-46|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:55,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-47|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:57.5,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-48|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:60,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-49|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:62.5,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-50|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:65,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-51|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:67.5,Unit:grays,Application:External exposure, Remarks: 14 F+ TU 17 Gy Sr90 source 22.5 mm 3 Gy/min|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-52|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:45,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-53|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:47.5,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-54|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:50,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-55|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:52.5,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-56|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:55,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-57|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:57.5,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-58|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:60,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-59|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:62.5,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-60|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:65,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-61|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:67.5,Unit:grays,Application:External exposure, Remarks: TU 17 Gy + 14 F Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-62|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:55,Unit:grays,Application:External exposure, Remarks: 14 x2 F /0.5h Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-63|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:65,Unit:grays,Application:External exposure, Remarks: 14 x2 F /0.5h Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-64|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:75,Unit:grays,Application:External exposure, Remarks: 14 x2 F /0.5h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-65|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:85,Unit:grays,Application:External exposure, Remarks: 14 x2 F /0.5h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-66|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:95,Unit:grays,Application:External exposure, Remarks: 14 x2 F /0.5h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-67|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:105,Unit:grays,Application:External exposure, Remarks: 14 x2 F /0.5h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-68|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:77,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-69|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:82,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-70|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:87,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-71|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:92,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-72|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:97,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-73|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:102,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-74|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:81,Unit:grays,Application:External exposure, Remarks: 14 x2 F /2h Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-75|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:87,Unit:grays,Application:External exposure, Remarks: 14 x2 F /2h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-76|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:92,Unit:grays,Application:External exposure, Remarks: 14 x2 F /2h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-77|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:97,Unit:grays,Application:External exposure, Remarks: 14 x2 F /2h Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-78|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:102,Unit:grays,Application:External exposure, Remarks: 14 x2 F /2h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-79|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:107,Unit:grays,Application:External exposure, Remarks: 14 x2 F /2h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-80|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:90,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-81|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:95,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-82|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:100,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-83|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:105,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-84|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:110,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-85|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:115,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-86|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:120,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-87|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:125,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-88|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:130,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
